"","cellcount","AreaMmsq","celltype","Layers","Brainno","imagename","Genotype","Age"
"758",2,0.20102,"RCE_Calb","L4","220116-M83-3","220116-M83-3_010","Mafb-fl/fl","P21"
"759",22,0.37546,"RCE_Calb","L5","220116-M83-3","220116-M83-3_010","Mafb-fl/fl","P21"
"760",13,0.42364,"RCE_Calb","L6","220116-M83-3","220116-M83-3_010","Mafb-fl/fl","P21"
"761",1,0.11796,"CalbnegRCE","L1","220116-M83-3","220116-M83-3_010","Mafb-fl/fl","P21"
"762",47,0.29406,"CalbnegRCE","L23","220116-M83-3","220116-M83-3_010","Mafb-fl/fl","P21"
"763",53,0.20102,"CalbnegRCE","L4","220116-M83-3","220116-M83-3_010","Mafb-fl/fl","P21"
"764",38,0.37546,"CalbnegRCE","L5","220116-M83-3","220116-M83-3_010","Mafb-fl/fl","P21"
"765",33,0.42364,"CalbnegRCE","L6","220116-M83-3","220116-M83-3_010","Mafb-fl/fl","P21"
"766",2,0.18541,"RCE","L1","220116-M83-4","220116-M83-4_001","Mafb+/+","P21"
"767",23,0.36284,"RCE","L23","220116-M83-4","220116-M83-4_001","Mafb+/+","P21"
"768",19,0.22528,"RCE","L4","220116-M83-4","220116-M83-4_001","Mafb+/+","P21"
"769",73,0.51037,"RCE","L5","220116-M83-4","220116-M83-4_001","Mafb+/+","P21"
"770",45,0.60407,"RCE","L6","220116-M83-4","220116-M83-4_001","Mafb+/+","P21"
"771",0,0.18541,"RCE_Calb","L1","220116-M83-4","220116-M83-4_001","Mafb+/+","P21"
"772",1,0.36284,"RCE_Calb","L23","220116-M83-4","220116-M83-4_001","Mafb+/+","P21"
"773",1,0.22528,"RCE_Calb","L4","220116-M83-4","220116-M83-4_001","Mafb+/+","P21"
"774",29,0.51037,"RCE_Calb","L5","220116-M83-4","220116-M83-4_001","Mafb+/+","P21"
"775",15,0.60407,"RCE_Calb","L6","220116-M83-4","220116-M83-4_001","Mafb+/+","P21"
"776",0,0.18541,"CalbnegRCE","L1","220116-M83-4","220116-M83-4_001","Mafb+/+","P21"
"777",18,0.36284,"CalbnegRCE","L23","220116-M83-4","220116-M83-4_001","Mafb+/+","P21"
"778",64,0.22528,"CalbnegRCE","L4","220116-M83-4","220116-M83-4_001","Mafb+/+","P21"
"779",49,0.51037,"CalbnegRCE","L5","220116-M83-4","220116-M83-4_001","Mafb+/+","P21"
"780",25,0.60407,"CalbnegRCE","L6","220116-M83-4","220116-M83-4_001","Mafb+/+","P21"
"781",0,0.13292,"RCE","L1","220116-M83-4","220116-M83-4_002","Mafb+/+","P21"
"782",14,0.38567,"RCE","L23","220116-M83-4","220116-M83-4_002","Mafb+/+","P21"
"783",21,0.24151,"RCE","L4","220116-M83-4","220116-M83-4_002","Mafb+/+","P21"
"784",56,0.3969,"RCE","L5","220116-M83-4","220116-M83-4_002","Mafb+/+","P21"
"785",58,0.61594,"RCE","L6","220116-M83-4","220116-M83-4_002","Mafb+/+","P21"
"786",0,0.13292,"RCE_Calb","L1","220116-M83-4","220116-M83-4_002","Mafb+/+","P21"
"787",6,0.38567,"RCE_Calb","L23","220116-M83-4","220116-M83-4_002","Mafb+/+","P21"
"788",0,0.24151,"RCE_Calb","L4","220116-M83-4","220116-M83-4_002","Mafb+/+","P21"
"789",18,0.3969,"RCE_Calb","L5","220116-M83-4","220116-M83-4_002","Mafb+/+","P21"
"790",23,0.61594,"RCE_Calb","L6","220116-M83-4","220116-M83-4_002","Mafb+/+","P21"
"791",0,0.13292,"CalbnegRCE","L1","220116-M83-4","220116-M83-4_002","Mafb+/+","P21"
"792",19,0.38567,"CalbnegRCE","L23","220116-M83-4","220116-M83-4_002","Mafb+/+","P21"
"793",39,0.24151,"CalbnegRCE","L4","220116-M83-4","220116-M83-4_002","Mafb+/+","P21"
"794",47,0.3969,"CalbnegRCE","L5","220116-M83-4","220116-M83-4_002","Mafb+/+","P21"
"795",26,0.61594,"CalbnegRCE","L6","220116-M83-4","220116-M83-4_002","Mafb+/+","P21"
"796",1,0.15726,"RCE","L1","220116-M83-4","220116-M83-4_003","Mafb+/+","P21"
"797",19,0.40596,"RCE","L23","220116-M83-4","220116-M83-4_003","Mafb+/+","P21"
"798",12,0.23406,"RCE","L4","220116-M83-4","220116-M83-4_003","Mafb+/+","P21"
"799",52,0.37487,"RCE","L5","220116-M83-4","220116-M83-4_003","Mafb+/+","P21"
"800",41,0.42058,"RCE","L6","220116-M83-4","220116-M83-4_003","Mafb+/+","P21"
"801",0,0.15726,"RCE_Calb","L1","220116-M83-4","220116-M83-4_003","Mafb+/+","P21"
"802",3,0.40596,"RCE_Calb","L23","220116-M83-4","220116-M83-4_003","Mafb+/+","P21"
"803",2,0.23406,"RCE_Calb","L4","220116-M83-4","220116-M83-4_003","Mafb+/+","P21"
"804",19,0.37487,"RCE_Calb","L5","220116-M83-4","220116-M83-4_003","Mafb+/+","P21"
"805",19,0.42058,"RCE_Calb","L6","220116-M83-4","220116-M83-4_003","Mafb+/+","P21"
"806",8,0.15726,"CalbnegRCE","L1","220116-M83-4","220116-M83-4_003","Mafb+/+","P21"
"807",68,0.40596,"CalbnegRCE","L23","220116-M83-4","220116-M83-4_003","Mafb+/+","P21"
"808",56,0.23406,"CalbnegRCE","L4","220116-M83-4","220116-M83-4_003","Mafb+/+","P21"
"809",37,0.37487,"CalbnegRCE","L5","220116-M83-4","220116-M83-4_003","Mafb+/+","P21"
"810",16,0.42058,"CalbnegRCE","L6","220116-M83-4","220116-M83-4_003","Mafb+/+","P21"
"811",0,0.11751,"RCE","L1","220116-M83-4","220116-M83-4_004","Mafb+/+","P21"
"812",10,0.34898,"RCE","L23","220116-M83-4","220116-M83-4_004","Mafb+/+","P21"
"813",14,0.26352,"RCE","L4","220116-M83-4","220116-M83-4_004","Mafb+/+","P21"
"814",55,0.38459,"RCE","L5","220116-M83-4","220116-M83-4_004","Mafb+/+","P21"
"815",37,0.45759,"RCE","L6","220116-M83-4","220116-M83-4_004","Mafb+/+","P21"
"816",0,0.11751,"RCE_Calb","L1","220116-M83-4","220116-M83-4_004","Mafb+/+","P21"
"817",4,0.34898,"RCE_Calb","L23","220116-M83-4","220116-M83-4_004","Mafb+/+","P21"
"818",1,0.26352,"RCE_Calb","L4","220116-M83-4","220116-M83-4_004","Mafb+/+","P21"
"819",17,0.38459,"RCE_Calb","L5","220116-M83-4","220116-M83-4_004","Mafb+/+","P21"
"820",18,0.45759,"RCE_Calb","L6","220116-M83-4","220116-M83-4_004","Mafb+/+","P21"
"821",6,0.11751,"CalbnegRCE","L1","220116-M83-4","220116-M83-4_004","Mafb+/+","P21"
"822",71,0.34898,"CalbnegRCE","L23","220116-M83-4","220116-M83-4_004","Mafb+/+","P21"
"823",74,0.26352,"CalbnegRCE","L4","220116-M83-4","220116-M83-4_004","Mafb+/+","P21"
"824",23,0.38459,"CalbnegRCE","L5","220116-M83-4","220116-M83-4_004","Mafb+/+","P21"
"825",7,0.45759,"CalbnegRCE","L6","220116-M83-4","220116-M83-4_004","Mafb+/+","P21"
"826",1,0.1087,"RCE","L1","220116-M83-4","220116-M83-4_005","Mafb+/+","P21"
"827",11,0.42249,"RCE","L23","220116-M83-4","220116-M83-4_005","Mafb+/+","P21"
"828",32,0.29123,"RCE","L4","220116-M83-4","220116-M83-4_005","Mafb+/+","P21"
"829",64,0.39172,"RCE","L5","220116-M83-4","220116-M83-4_005","Mafb+/+","P21"
"830",61,0.59271,"RCE","L6","220116-M83-4","220116-M83-4_005","Mafb+/+","P21"
"831",0,0.1087,"RCE_Calb","L1","220116-M83-4","220116-M83-4_005","Mafb+/+","P21"
"832",3,0.42249,"RCE_Calb","L23","220116-M83-4","220116-M83-4_005","Mafb+/+","P21"
"833",2,0.29123,"RCE_Calb","L4","220116-M83-4","220116-M83-4_005","Mafb+/+","P21"
"834",24,0.39172,"RCE_Calb","L5","220116-M83-4","220116-M83-4_005","Mafb+/+","P21"
"835",23,0.59271,"RCE_Calb","L6","220116-M83-4","220116-M83-4_005","Mafb+/+","P21"
"836",3,0.1087,"CalbnegRCE","L1","220116-M83-4","220116-M83-4_005","Mafb+/+","P21"
"837",37,0.42249,"CalbnegRCE","L23","220116-M83-4","220116-M83-4_005","Mafb+/+","P21"
"838",54,0.29123,"CalbnegRCE","L4","220116-M83-4","220116-M83-4_005","Mafb+/+","P21"
"839",19,0.39172,"CalbnegRCE","L5","220116-M83-4","220116-M83-4_005","Mafb+/+","P21"
"840",26,0.59271,"CalbnegRCE","L6","220116-M83-4","220116-M83-4_005","Mafb+/+","P21"
"841",0,0.14754,"RCE","L1","220116-M83-4","220116-M83-4_006","Mafb+/+","P21"
"842",13,0.42848,"RCE","L23","220116-M83-4","220116-M83-4_006","Mafb+/+","P21"
"843",9,0.31934,"RCE","L4","220116-M83-4","220116-M83-4_006","Mafb+/+","P21"
"844",74,0.45677,"RCE","L5","220116-M83-4","220116-M83-4_006","Mafb+/+","P21"
"845",37,0.46284,"RCE","L6","220116-M83-4","220116-M83-4_006","Mafb+/+","P21"
"846",0,0.14754,"RCE_Calb","L1","220116-M83-4","220116-M83-4_006","Mafb+/+","P21"
"847",2,0.42848,"RCE_Calb","L23","220116-M83-4","220116-M83-4_006","Mafb+/+","P21"
"848",0,0.31934,"RCE_Calb","L4","220116-M83-4","220116-M83-4_006","Mafb+/+","P21"
"849",29,0.45677,"RCE_Calb","L5","220116-M83-4","220116-M83-4_006","Mafb+/+","P21"
"850",15,0.46284,"RCE_Calb","L6","220116-M83-4","220116-M83-4_006","Mafb+/+","P21"
"851",4,0.14754,"CalbnegRCE","L1","220116-M83-4","220116-M83-4_006","Mafb+/+","P21"
"852",50,0.42848,"CalbnegRCE","L23","220116-M83-4","220116-M83-4_006","Mafb+/+","P21"
"853",39,0.31934,"CalbnegRCE","L4","220116-M83-4","220116-M83-4_006","Mafb+/+","P21"
"854",27,0.45677,"CalbnegRCE","L5","220116-M83-4","220116-M83-4_006","Mafb+/+","P21"
"855",13,0.46284,"CalbnegRCE","L6","220116-M83-4","220116-M83-4_006","Mafb+/+","P21"
"856",2,0.16456,"RCE","L1","220116-M83-4","220116-M83-4_007","Mafb+/+","P21"
"857",22,0.44159,"RCE","L23","220116-M83-4","220116-M83-4_007","Mafb+/+","P21"
"858",27,0.30412,"RCE","L4","220116-M83-4","220116-M83-4_007","Mafb+/+","P21"
"859",53,0.36869,"RCE","L5","220116-M83-4","220116-M83-4_007","Mafb+/+","P21"
"860",55,0.55824,"RCE","L6","220116-M83-4","220116-M83-4_007","Mafb+/+","P21"
"861",0,0.16456,"RCE_Calb","L1","220116-M83-4","220116-M83-4_007","Mafb+/+","P21"
"862",5,0.44159,"RCE_Calb","L23","220116-M83-4","220116-M83-4_007","Mafb+/+","P21"
"863",5,0.30412,"RCE_Calb","L4","220116-M83-4","220116-M83-4_007","Mafb+/+","P21"
"864",21,0.36869,"RCE_Calb","L5","220116-M83-4","220116-M83-4_007","Mafb+/+","P21"
"865",27,0.55824,"RCE_Calb","L6","220116-M83-4","220116-M83-4_007","Mafb+/+","P21"
"866",3,0.16456,"CalbnegRCE","L1","220116-M83-4","220116-M83-4_007","Mafb+/+","P21"
"867",84,0.44159,"CalbnegRCE","L23","220116-M83-4","220116-M83-4_007","Mafb+/+","P21"
"868",72,0.30412,"CalbnegRCE","L4","220116-M83-4","220116-M83-4_007","Mafb+/+","P21"
"869",37,0.36869,"CalbnegRCE","L5","220116-M83-4","220116-M83-4_007","Mafb+/+","P21"
"870",26,0.55824,"CalbnegRCE","L6","220116-M83-4","220116-M83-4_007","Mafb+/+","P21"
"871",1,0.17998,"RCE","L1","220116-M83-4","220116-M83-4_008","Mafb+/+","P21"
"872",18,0.40442,"RCE","L23","220116-M83-4","220116-M83-4_008","Mafb+/+","P21"
"873",28,0.34301,"RCE","L4","220116-M83-4","220116-M83-4_008","Mafb+/+","P21"
"874",64,0.42559,"RCE","L5","220116-M83-4","220116-M83-4_008","Mafb+/+","P21"
"875",39,0.48276,"RCE","L6","220116-M83-4","220116-M83-4_008","Mafb+/+","P21"
"876",0,0.17998,"RCE_Calb","L1","220116-M83-4","220116-M83-4_008","Mafb+/+","P21"
"877",4,0.40442,"RCE_Calb","L23","220116-M83-4","220116-M83-4_008","Mafb+/+","P21"
"878",1,0.34301,"RCE_Calb","L4","220116-M83-4","220116-M83-4_008","Mafb+/+","P21"
"879",24,0.42559,"RCE_Calb","L5","220116-M83-4","220116-M83-4_008","Mafb+/+","P21"
"880",15,0.48276,"RCE_Calb","L6","220116-M83-4","220116-M83-4_008","Mafb+/+","P21"
"881",2,0.17998,"CalbnegRCE","L1","220116-M83-4","220116-M83-4_008","Mafb+/+","P21"
"882",56,0.40442,"CalbnegRCE","L23","220116-M83-4","220116-M83-4_008","Mafb+/+","P21"
"883",45,0.34301,"CalbnegRCE","L4","220116-M83-4","220116-M83-4_008","Mafb+/+","P21"
"884",33,0.42559,"CalbnegRCE","L5","220116-M83-4","220116-M83-4_008","Mafb+/+","P21"
"885",16,0.48276,"CalbnegRCE","L6","220116-M83-4","220116-M83-4_008","Mafb+/+","P21"
"886",2,0.16447,"RCE","L1","220116-M83-4","220116-M83-4_009","Mafb+/+","P21"
"887",16,0.36487,"RCE","L23","220116-M83-4","220116-M83-4_009","Mafb+/+","P21"
"888",30,0.33273,"RCE","L4","220116-M83-4","220116-M83-4_009","Mafb+/+","P21"
"889",57,0.40457,"RCE","L5","220116-M83-4","220116-M83-4_009","Mafb+/+","P21"
"890",37,0.46317,"RCE","L6","220116-M83-4","220116-M83-4_009","Mafb+/+","P21"
"891",0,0.16447,"RCE_Calb","L1","220116-M83-4","220116-M83-4_009","Mafb+/+","P21"
"892",2,0.36487,"RCE_Calb","L23","220116-M83-4","220116-M83-4_009","Mafb+/+","P21"
"893",1,0.33273,"RCE_Calb","L4","220116-M83-4","220116-M83-4_009","Mafb+/+","P21"
"894",18,0.40457,"RCE_Calb","L5","220116-M83-4","220116-M83-4_009","Mafb+/+","P21"
"895",17,0.46317,"RCE_Calb","L6","220116-M83-4","220116-M83-4_009","Mafb+/+","P21"
"896",11,0.16447,"CalbnegRCE","L1","220116-M83-4","220116-M83-4_009","Mafb+/+","P21"
"897",41,0.36487,"CalbnegRCE","L23","220116-M83-4","220116-M83-4_009","Mafb+/+","P21"
"898",36,0.33273,"CalbnegRCE","L4","220116-M83-4","220116-M83-4_009","Mafb+/+","P21"
"899",34,0.40457,"CalbnegRCE","L5","220116-M83-4","220116-M83-4_009","Mafb+/+","P21"
"900",17,0.46317,"CalbnegRCE","L6","220116-M83-4","220116-M83-4_009","Mafb+/+","P21"
"901",0,0.13671,"RCE","L1","220116-M83-4","220116-M83-4_010","Mafb+/+","P21"
"902",15,0.34178,"RCE","L23","220116-M83-4","220116-M83-4_010","Mafb+/+","P21"
"903",22,0.30041,"RCE","L4","220116-M83-4","220116-M83-4_010","Mafb+/+","P21"
"904",62,0.37416,"RCE","L5","220116-M83-4","220116-M83-4_010","Mafb+/+","P21"
"905",44,0.48029,"RCE","L6","220116-M83-4","220116-M83-4_010","Mafb+/+","P21"
"906",0,0.13671,"RCE_Calb","L1","220116-M83-4","220116-M83-4_010","Mafb+/+","P21"
"907",3,0.34178,"RCE_Calb","L23","220116-M83-4","220116-M83-4_010","Mafb+/+","P21"
"908",0,0.30041,"RCE_Calb","L4","220116-M83-4","220116-M83-4_010","Mafb+/+","P21"
"909",28,0.37416,"RCE_Calb","L5","220116-M83-4","220116-M83-4_010","Mafb+/+","P21"
"910",18,0.48029,"RCE_Calb","L6","220116-M83-4","220116-M83-4_010","Mafb+/+","P21"
"911",2,0.13671,"CalbnegRCE","L1","220116-M83-4","220116-M83-4_010","Mafb+/+","P21"
"912",34,0.34178,"CalbnegRCE","L23","220116-M83-4","220116-M83-4_010","Mafb+/+","P21"
"913",46,0.30041,"CalbnegRCE","L4","220116-M83-4","220116-M83-4_010","Mafb+/+","P21"
"914",34,0.37416,"CalbnegRCE","L5","220116-M83-4","220116-M83-4_010","Mafb+/+","P21"
"915",14,0.48029,"CalbnegRCE","L6","220116-M83-4","220116-M83-4_010","Mafb+/+","P21"
"916",1,0.1139,"RCE","L1","270416-M91-L1","270416-m91-L1_001","Mafb-fl/fl","P21"
"917",18,0.31622,"RCE","L23","270416-M91-L1","270416-m91-L1_001","Mafb-fl/fl","P21"
"918",13,0.21581,"RCE","L4","270416-M91-L1","270416-m91-L1_001","Mafb-fl/fl","P21"
"919",52,0.37316,"RCE","L5","270416-M91-L1","270416-m91-L1_001","Mafb-fl/fl","P21"
"920",35,0.37916,"RCE","L6","270416-M91-L1","270416-m91-L1_001","Mafb-fl/fl","P21"
"921",0,0.1139,"RCE_Calb","L1","270416-M91-L1","270416-m91-L1_001","Mafb-fl/fl","P21"
"922",0,0.31622,"RCE_Calb","L23","270416-M91-L1","270416-m91-L1_001","Mafb-fl/fl","P21"
"923",0,0.21581,"RCE_Calb","L4","270416-M91-L1","270416-m91-L1_001","Mafb-fl/fl","P21"
"924",9,0.37316,"RCE_Calb","L5","270416-M91-L1","270416-m91-L1_001","Mafb-fl/fl","P21"
"925",15,0.37916,"RCE_Calb","L6","270416-M91-L1","270416-m91-L1_001","Mafb-fl/fl","P21"
"926",0,0.1139,"CalbnegRCE","L1","270416-M91-L1","270416-m91-L1_001","Mafb-fl/fl","P21"
"927",7,0.31622,"CalbnegRCE","L23","270416-M91-L1","270416-m91-L1_001","Mafb-fl/fl","P21"
"928",15,0.21581,"CalbnegRCE","L4","270416-M91-L1","270416-m91-L1_001","Mafb-fl/fl","P21"
"929",49,0.37316,"CalbnegRCE","L5","270416-M91-L1","270416-m91-L1_001","Mafb-fl/fl","P21"
"930",22,0.37916,"CalbnegRCE","L6","270416-M91-L1","270416-m91-L1_001","Mafb-fl/fl","P21"
"931",0,0.10082,"RCE","L1","270416-M91-L1","270416-m91-L1_002","Mafb-fl/fl","P21"
"932",7,0.298,"RCE","L23","270416-M91-L1","270416-m91-L1_002","Mafb-fl/fl","P21"
"933",17,0.1957,"RCE","L4","270416-M91-L1","270416-m91-L1_002","Mafb-fl/fl","P21"
"934",62,0.37807,"RCE","L5","270416-M91-L1","270416-m91-L1_002","Mafb-fl/fl","P21"
"935",24,0.34841,"RCE","L6","270416-M91-L1","270416-m91-L1_002","Mafb-fl/fl","P21"
"936",0,0.10082,"RCE_Calb","L1","270416-M91-L1","270416-m91-L1_002","Mafb-fl/fl","P21"
"937",0,0.298,"RCE_Calb","L23","270416-M91-L1","270416-m91-L1_002","Mafb-fl/fl","P21"
"938",0,0.1957,"RCE_Calb","L4","270416-M91-L1","270416-m91-L1_002","Mafb-fl/fl","P21"
"939",15,0.37807,"RCE_Calb","L5","270416-M91-L1","270416-m91-L1_002","Mafb-fl/fl","P21"
"940",10,0.34841,"RCE_Calb","L6","270416-M91-L1","270416-m91-L1_002","Mafb-fl/fl","P21"
"941",0,0.10082,"CalbnegRCE","L1","270416-M91-L1","270416-m91-L1_002","Mafb-fl/fl","P21"
"942",8,0.298,"CalbnegRCE","L23","270416-M91-L1","270416-m91-L1_002","Mafb-fl/fl","P21"
"943",14,0.1957,"CalbnegRCE","L4","270416-M91-L1","270416-m91-L1_002","Mafb-fl/fl","P21"
"944",34,0.37807,"CalbnegRCE","L5","270416-M91-L1","270416-m91-L1_002","Mafb-fl/fl","P21"
"945",17,0.34841,"CalbnegRCE","L6","270416-M91-L1","270416-m91-L1_002","Mafb-fl/fl","P21"
"946",0,0.13432,"RCE","L1","270416-M91-L1","270416-m91-L1_003","Mafb-fl/fl","P21"
"947",15,0.42864,"RCE","L23","270416-M91-L1","270416-m91-L1_003","Mafb-fl/fl","P21"
"948",30,0.31012,"RCE","L4","270416-M91-L1","270416-m91-L1_003","Mafb-fl/fl","P21"
"949",65,0.40888,"RCE","L5","270416-M91-L1","270416-m91-L1_003","Mafb-fl/fl","P21"
"950",44,0.56691,"RCE","L6","270416-M91-L1","270416-m91-L1_003","Mafb-fl/fl","P21"
"951",0,0.13432,"RCE_Calb","L1","270416-M91-L1","270416-m91-L1_003","Mafb-fl/fl","P21"
"952",0,0.42864,"RCE_Calb","L23","270416-M91-L1","270416-m91-L1_003","Mafb-fl/fl","P21"
"953",1,0.31012,"RCE_Calb","L4","270416-M91-L1","270416-m91-L1_003","Mafb-fl/fl","P21"
"954",23,0.40888,"RCE_Calb","L5","270416-M91-L1","270416-m91-L1_003","Mafb-fl/fl","P21"
"955",25,0.56691,"RCE_Calb","L6","270416-M91-L1","270416-m91-L1_003","Mafb-fl/fl","P21"
"956",2,0.13432,"CalbnegRCE","L1","270416-M91-L1","270416-m91-L1_003","Mafb-fl/fl","P21"
"957",48,0.42864,"CalbnegRCE","L23","270416-M91-L1","270416-m91-L1_003","Mafb-fl/fl","P21"
"958",45,0.31012,"CalbnegRCE","L4","270416-M91-L1","270416-m91-L1_003","Mafb-fl/fl","P21"
"959",33,0.40888,"CalbnegRCE","L5","270416-M91-L1","270416-m91-L1_003","Mafb-fl/fl","P21"
"960",36,0.56691,"CalbnegRCE","L6","270416-M91-L1","270416-m91-L1_003","Mafb-fl/fl","P21"
"961",1,0.12407,"RCE","L1","270416-M91-L1","270416-m91-L1_004","Mafb-fl/fl","P21"
"962",7,0.29467,"RCE","L23","270416-M91-L1","270416-m91-L1_004","Mafb-fl/fl","P21"
"963",17,0.26365,"RCE","L4","270416-M91-L1","270416-m91-L1_004","Mafb-fl/fl","P21"
"964",53,0.37566,"RCE","L5","270416-M91-L1","270416-m91-L1_004","Mafb-fl/fl","P21"
"965",54,0.50318,"RCE","L6","270416-M91-L1","270416-m91-L1_004","Mafb-fl/fl","P21"
"966",0,0.12407,"RCE_Calb","L1","270416-M91-L1","270416-m91-L1_004","Mafb-fl/fl","P21"
"967",0,0.29467,"RCE_Calb","L23","270416-M91-L1","270416-m91-L1_004","Mafb-fl/fl","P21"
"968",0,0.26365,"RCE_Calb","L4","270416-M91-L1","270416-m91-L1_004","Mafb-fl/fl","P21"
"969",15,0.37566,"RCE_Calb","L5","270416-M91-L1","270416-m91-L1_004","Mafb-fl/fl","P21"
"970",28,0.50318,"RCE_Calb","L6","270416-M91-L1","270416-m91-L1_004","Mafb-fl/fl","P21"
"971",0,0.12407,"CalbnegRCE","L1","270416-M91-L1","270416-m91-L1_004","Mafb-fl/fl","P21"
"972",5,0.29467,"CalbnegRCE","L23","270416-M91-L1","270416-m91-L1_004","Mafb-fl/fl","P21"
"973",15,0.26365,"CalbnegRCE","L4","270416-M91-L1","270416-m91-L1_004","Mafb-fl/fl","P21"
"974",46,0.37566,"CalbnegRCE","L5","270416-M91-L1","270416-m91-L1_004","Mafb-fl/fl","P21"
"975",41,0.50318,"CalbnegRCE","L6","270416-M91-L1","270416-m91-L1_004","Mafb-fl/fl","P21"
"976",1,0.098054,"RCE","L1","270416-M91-L1","270416-m91-L1_005","Mafb-fl/fl","P21"
"977",15,0.36369,"RCE","L23","270416-M91-L1","270416-m91-L1_005","Mafb-fl/fl","P21"
"978",21,0.25316,"RCE","L4","270416-M91-L1","270416-m91-L1_005","Mafb-fl/fl","P21"
"979",60,0.35834,"RCE","L5","270416-M91-L1","270416-m91-L1_005","Mafb-fl/fl","P21"
"980",51,0.55267,"RCE","L6","270416-M91-L1","270416-m91-L1_005","Mafb-fl/fl","P21"
"981",0,0.098054,"RCE_Calb","L1","270416-M91-L1","270416-m91-L1_005","Mafb-fl/fl","P21"
"982",0,0.36369,"RCE_Calb","L23","270416-M91-L1","270416-m91-L1_005","Mafb-fl/fl","P21"
"983",0,0.25316,"RCE_Calb","L4","270416-M91-L1","270416-m91-L1_005","Mafb-fl/fl","P21"
"984",17,0.35834,"RCE_Calb","L5","270416-M91-L1","270416-m91-L1_005","Mafb-fl/fl","P21"
"985",25,0.55267,"RCE_Calb","L6","270416-M91-L1","270416-m91-L1_005","Mafb-fl/fl","P21"
"986",1,0.098054,"CalbnegRCE","L1","270416-M91-L1","270416-m91-L1_005","Mafb-fl/fl","P21"
"987",18,0.36369,"CalbnegRCE","L23","270416-M91-L1","270416-m91-L1_005","Mafb-fl/fl","P21"
"988",38,0.25316,"CalbnegRCE","L4","270416-M91-L1","270416-m91-L1_005","Mafb-fl/fl","P21"
"989",40,0.35834,"CalbnegRCE","L5","270416-M91-L1","270416-m91-L1_005","Mafb-fl/fl","P21"
"990",43,0.55267,"CalbnegRCE","L6","270416-M91-L1","270416-m91-L1_005","Mafb-fl/fl","P21"
"991",0,0.11102,"RCE","L1","270416-M91-L1","270416-m91-L1_006","Mafb-fl/fl","P21"
"992",15,0.37787,"RCE","L23","270416-M91-L1","270416-m91-L1_006","Mafb-fl/fl","P21"
"993",25,0.30385,"RCE","L4","270416-M91-L1","270416-m91-L1_006","Mafb-fl/fl","P21"
"994",73,0.4441,"RCE","L5","270416-M91-L1","270416-m91-L1_006","Mafb-fl/fl","P21"
"995",53,0.5298,"RCE","L6","270416-M91-L1","270416-m91-L1_006","Mafb-fl/fl","P21"
"996",0,0.11102,"RCE_Calb","L1","270416-M91-L1","270416-m91-L1_006","Mafb-fl/fl","P21"
"997",0,0.37787,"RCE_Calb","L23","270416-M91-L1","270416-m91-L1_006","Mafb-fl/fl","P21"
"998",0,0.30385,"RCE_Calb","L4","270416-M91-L1","270416-m91-L1_006","Mafb-fl/fl","P21"
"999",27,0.4441,"RCE_Calb","L5","270416-M91-L1","270416-m91-L1_006","Mafb-fl/fl","P21"
"1000",23,0.5298,"RCE_Calb","L6","270416-M91-L1","270416-m91-L1_006","Mafb-fl/fl","P21"
"1001",2,0.11102,"CalbnegRCE","L1","270416-M91-L1","270416-m91-L1_006","Mafb-fl/fl","P21"
"1002",10,0.37787,"CalbnegRCE","L23","270416-M91-L1","270416-m91-L1_006","Mafb-fl/fl","P21"
"1003",41,0.30385,"CalbnegRCE","L4","270416-M91-L1","270416-m91-L1_006","Mafb-fl/fl","P21"
"1004",46,0.4441,"CalbnegRCE","L5","270416-M91-L1","270416-m91-L1_006","Mafb-fl/fl","P21"
"1005",48,0.5298,"CalbnegRCE","L6","270416-M91-L1","270416-m91-L1_006","Mafb-fl/fl","P21"
"1006",0,0.11146,"RCE","L1","270416-M91-L1","270416-m91-L1_007","Mafb-fl/fl","P21"
"1007",11,0.32741,"RCE","L23","270416-M91-L1","270416-m91-L1_007","Mafb-fl/fl","P21"
"1008",18,0.27168,"RCE","L4","270416-M91-L1","270416-m91-L1_007","Mafb-fl/fl","P21"
"1009",72,0.41971,"RCE","L5","270416-M91-L1","270416-m91-L1_007","Mafb-fl/fl","P21"
"1010",39,0.49112,"RCE","L6","270416-M91-L1","270416-m91-L1_007","Mafb-fl/fl","P21"
"1011",0,0.11146,"RCE_Calb","L1","270416-M91-L1","270416-m91-L1_007","Mafb-fl/fl","P21"
"1012",1,0.32741,"RCE_Calb","L23","270416-M91-L1","270416-m91-L1_007","Mafb-fl/fl","P21"
"1013",0,0.27168,"RCE_Calb","L4","270416-M91-L1","270416-m91-L1_007","Mafb-fl/fl","P21"
"1014",27,0.41971,"RCE_Calb","L5","270416-M91-L1","270416-m91-L1_007","Mafb-fl/fl","P21"
"1015",25,0.49112,"RCE_Calb","L6","270416-M91-L1","270416-m91-L1_007","Mafb-fl/fl","P21"
"1016",1,0.11146,"CalbnegRCE","L1","270416-M91-L1","270416-m91-L1_007","Mafb-fl/fl","P21"
"1017",10,0.32741,"CalbnegRCE","L23","270416-M91-L1","270416-m91-L1_007","Mafb-fl/fl","P21"
"1018",31,0.27168,"CalbnegRCE","L4","270416-M91-L1","270416-m91-L1_007","Mafb-fl/fl","P21"
"1019",46,0.41971,"CalbnegRCE","L5","270416-M91-L1","270416-m91-L1_007","Mafb-fl/fl","P21"
