"","cellcount","AreaMmsq","celltype","Layers","Brainno","imagename","Genotype","Age"
"483",34,0.26957,"RCE","L4","220116-M83-3B","220116-M83-3B-HO_002","Mafb-fl/fl","P21"
"484",101,0.40634,"RCE","L5","220116-M83-3B","220116-M83-3B-HO_002","Mafb-fl/fl","P21"
"485",66,0.58276,"RCE","L6","220116-M83-3B","220116-M83-3B-HO_002","Mafb-fl/fl","P21"
"486",2,0.18038,"RCE_CR","L1","220116-M83-3B","220116-M83-3B-HO_002","Mafb-fl/fl","P21"
"487",20,0.45986,"RCE_CR","L23","220116-M83-3B","220116-M83-3B-HO_002","Mafb-fl/fl","P21"
"488",1,0.26957,"RCE_CR","L4","220116-M83-3B","220116-M83-3B-HO_002","Mafb-fl/fl","P21"
"489",7,0.40634,"RCE_CR","L5","220116-M83-3B","220116-M83-3B-HO_002","Mafb-fl/fl","P21"
"490",2,0.58276,"RCE_CR","L6","220116-M83-3B","220116-M83-3B-HO_002","Mafb-fl/fl","P21"
"491",7,0.18038,"CRnegRCE","L1","220116-M83-3B","220116-M83-3B-HO_002","Mafb-fl/fl","P21"
"492",27,0.45986,"CRnegRCE","L23","220116-M83-3B","220116-M83-3B-HO_002","Mafb-fl/fl","P21"
"493",17,0.26957,"CRnegRCE","L4","220116-M83-3B","220116-M83-3B-HO_002","Mafb-fl/fl","P21"
"494",13,0.40634,"CRnegRCE","L5","220116-M83-3B","220116-M83-3B-HO_002","Mafb-fl/fl","P21"
"495",20,0.58276,"CRnegRCE","L6","220116-M83-3B","220116-M83-3B-HO_002","Mafb-fl/fl","P21"
"496",3,0.16427,"RCE","L1","220116-M83-3B","220116-M83-3B-HO_003","Mafb-fl/fl","P21"
"497",48,0.50091,"RCE","L23","220116-M83-3B","220116-M83-3B-HO_003","Mafb-fl/fl","P21"
"498",45,0.32245,"RCE","L4","220116-M83-3B","220116-M83-3B-HO_003","Mafb-fl/fl","P21"
"499",91,0.4563,"RCE","L5","220116-M83-3B","220116-M83-3B-HO_003","Mafb-fl/fl","P21"
"500",62,0.50091,"RCE","L6","220116-M83-3B","220116-M83-3B-HO_003","Mafb-fl/fl","P21"
"501",1,0.16427,"RCE_CR","L1","220116-M83-3B","220116-M83-3B-HO_003","Mafb-fl/fl","P21"
"502",25,0.50091,"RCE_CR","L23","220116-M83-3B","220116-M83-3B-HO_003","Mafb-fl/fl","P21"
"503",1,0.32245,"RCE_CR","L4","220116-M83-3B","220116-M83-3B-HO_003","Mafb-fl/fl","P21"
"504",2,0.4563,"RCE_CR","L5","220116-M83-3B","220116-M83-3B-HO_003","Mafb-fl/fl","P21"
"505",2,0.50091,"RCE_CR","L6","220116-M83-3B","220116-M83-3B-HO_003","Mafb-fl/fl","P21"
"506",1,0.16427,"CRnegRCE","L1","220116-M83-3B","220116-M83-3B-HO_003","Mafb-fl/fl","P21"
"507",36,0.50091,"CRnegRCE","L23","220116-M83-3B","220116-M83-3B-HO_003","Mafb-fl/fl","P21"
"508",18,0.32245,"CRnegRCE","L4","220116-M83-3B","220116-M83-3B-HO_003","Mafb-fl/fl","P21"
"509",11,0.4563,"CRnegRCE","L5","220116-M83-3B","220116-M83-3B-HO_003","Mafb-fl/fl","P21"
"510",10,0.50091,"CRnegRCE","L6","220116-M83-3B","220116-M83-3B-HO_003","Mafb-fl/fl","P21"
"511",0,0.17786,"RCE","L1","220116-M83-3B","220116-M83-3B-HO_004","Mafb-fl/fl","P21"
"512",40,0.51028,"RCE","L23","220116-M83-3B","220116-M83-3B-HO_004","Mafb-fl/fl","P21"
"513",41,0.29643,"RCE","L4","220116-M83-3B","220116-M83-3B-HO_004","Mafb-fl/fl","P21"
"514",98,0.48911,"RCE","L5","220116-M83-3B","220116-M83-3B-HO_004","Mafb-fl/fl","P21"
"515",60,0.55051,"RCE","L6","220116-M83-3B","220116-M83-3B-HO_004","Mafb-fl/fl","P21"
"516",0,0.17786,"RCE_CR","L1","220116-M83-3B","220116-M83-3B-HO_004","Mafb-fl/fl","P21"
"517",19,0.51028,"RCE_CR","L23","220116-M83-3B","220116-M83-3B-HO_004","Mafb-fl/fl","P21"
"518",4,0.29643,"RCE_CR","L4","220116-M83-3B","220116-M83-3B-HO_004","Mafb-fl/fl","P21"
"519",6,0.48911,"RCE_CR","L5","220116-M83-3B","220116-M83-3B-HO_004","Mafb-fl/fl","P21"
"520",2,0.55051,"RCE_CR","L6","220116-M83-3B","220116-M83-3B-HO_004","Mafb-fl/fl","P21"
"521",3,0.17786,"CRnegRCE","L1","220116-M83-3B","220116-M83-3B-HO_004","Mafb-fl/fl","P21"
"522",41,0.51028,"CRnegRCE","L23","220116-M83-3B","220116-M83-3B-HO_004","Mafb-fl/fl","P21"
"523",17,0.29643,"CRnegRCE","L4","220116-M83-3B","220116-M83-3B-HO_004","Mafb-fl/fl","P21"
"524",21,0.48911,"CRnegRCE","L5","220116-M83-3B","220116-M83-3B-HO_004","Mafb-fl/fl","P21"
"525",7,0.55051,"CRnegRCE","L6","220116-M83-3B","220116-M83-3B-HO_004","Mafb-fl/fl","P21"
"526",2,0.14923,"RCE","L1","220116-M83-3B","220116-M83-3B-HO_005","Mafb-fl/fl","P21"
"527",30,0.43296,"RCE","L23","220116-M83-3B","220116-M83-3B-HO_005","Mafb-fl/fl","P21"
"528",18,0.22845,"RCE","L4","220116-M83-3B","220116-M83-3B-HO_005","Mafb-fl/fl","P21"
"529",80,0.42927,"RCE","L5","220116-M83-3B","220116-M83-3B-HO_005","Mafb-fl/fl","P21"
"530",43,0.45691,"RCE","L6","220116-M83-3B","220116-M83-3B-HO_005","Mafb-fl/fl","P21"
"531",0,0.14923,"RCE_CR","L1","220116-M83-3B","220116-M83-3B-HO_005","Mafb-fl/fl","P21"
"532",15,0.43296,"RCE_CR","L23","220116-M83-3B","220116-M83-3B-HO_005","Mafb-fl/fl","P21"
"533",1,0.22845,"RCE_CR","L4","220116-M83-3B","220116-M83-3B-HO_005","Mafb-fl/fl","P21"
"534",1,0.42927,"RCE_CR","L5","220116-M83-3B","220116-M83-3B-HO_005","Mafb-fl/fl","P21"
"535",1,0.45691,"RCE_CR","L6","220116-M83-3B","220116-M83-3B-HO_005","Mafb-fl/fl","P21"
"536",1,0.14923,"CRnegRCE","L1","220116-M83-3B","220116-M83-3B-HO_005","Mafb-fl/fl","P21"
"537",11,0.43296,"CRnegRCE","L23","220116-M83-3B","220116-M83-3B-HO_005","Mafb-fl/fl","P21"
"538",13,0.22845,"CRnegRCE","L4","220116-M83-3B","220116-M83-3B-HO_005","Mafb-fl/fl","P21"
"539",8,0.42927,"CRnegRCE","L5","220116-M83-3B","220116-M83-3B-HO_005","Mafb-fl/fl","P21"
"540",5,0.45691,"CRnegRCE","L6","220116-M83-3B","220116-M83-3B-HO_005","Mafb-fl/fl","P21"
"541",6,0.19832,"RCE","L1","220116-M83-3B","220116-M83-3B-HO_006","Mafb-fl/fl","P21"
"542",40,0.46553,"RCE","L23","220116-M83-3B","220116-M83-3B-HO_006","Mafb-fl/fl","P21"
"543",38,0.32566,"RCE","L4","220116-M83-3B","220116-M83-3B-HO_006","Mafb-fl/fl","P21"
"544",106,0.43213,"RCE","L5","220116-M83-3B","220116-M83-3B-HO_006","Mafb-fl/fl","P21"
"545",61,0.44674,"RCE","L6","220116-M83-3B","220116-M83-3B-HO_006","Mafb-fl/fl","P21"
"546",1,0.19832,"RCE_CR","L1","220116-M83-3B","220116-M83-3B-HO_006","Mafb-fl/fl","P21"
"547",18,0.46553,"RCE_CR","L23","220116-M83-3B","220116-M83-3B-HO_006","Mafb-fl/fl","P21"
"548",2,0.32566,"RCE_CR","L4","220116-M83-3B","220116-M83-3B-HO_006","Mafb-fl/fl","P21"
"549",7,0.43213,"RCE_CR","L5","220116-M83-3B","220116-M83-3B-HO_006","Mafb-fl/fl","P21"
"550",4,0.44674,"RCE_CR","L6","220116-M83-3B","220116-M83-3B-HO_006","Mafb-fl/fl","P21"
"551",2,0.19832,"CRnegRCE","L1","220116-M83-3B","220116-M83-3B-HO_006","Mafb-fl/fl","P21"
"552",28,0.46553,"CRnegRCE","L23","220116-M83-3B","220116-M83-3B-HO_006","Mafb-fl/fl","P21"
"553",16,0.32566,"CRnegRCE","L4","220116-M83-3B","220116-M83-3B-HO_006","Mafb-fl/fl","P21"
"554",11,0.43213,"CRnegRCE","L5","220116-M83-3B","220116-M83-3B-HO_006","Mafb-fl/fl","P21"
"555",14,0.44674,"CRnegRCE","L6","220116-M83-3B","220116-M83-3B-HO_006","Mafb-fl/fl","P21"
"556",1,0.12829,"RCE","L1","220116-M83-3B","220116-M83-3B-HO_007","Mafb-fl/fl","P21"
"557",30,0.39316,"RCE","L23","220116-M83-3B","220116-M83-3B-HO_007","Mafb-fl/fl","P21"
"558",22,0.18209,"RCE","L4","220116-M83-3B","220116-M83-3B-HO_007","Mafb-fl/fl","P21"
"559",57,0.34763,"RCE","L5","220116-M83-3B","220116-M83-3B-HO_007","Mafb-fl/fl","P21"
"560",77,0.44489,"RCE","L6","220116-M83-3B","220116-M83-3B-HO_007","Mafb-fl/fl","P21"
"561",0,0.12829,"RCE_CR","L1","220116-M83-3B","220116-M83-3B-HO_007","Mafb-fl/fl","P21"
"562",22,0.39316,"RCE_CR","L23","220116-M83-3B","220116-M83-3B-HO_007","Mafb-fl/fl","P21"
"563",0,0.18209,"RCE_CR","L4","220116-M83-3B","220116-M83-3B-HO_007","Mafb-fl/fl","P21"
"564",5,0.34763,"RCE_CR","L5","220116-M83-3B","220116-M83-3B-HO_007","Mafb-fl/fl","P21"
"565",6,0.44489,"RCE_CR","L6","220116-M83-3B","220116-M83-3B-HO_007","Mafb-fl/fl","P21"
"566",4,0.12829,"CRnegRCE","L1","220116-M83-3B","220116-M83-3B-HO_007","Mafb-fl/fl","P21"
"567",34,0.39316,"CRnegRCE","L23","220116-M83-3B","220116-M83-3B-HO_007","Mafb-fl/fl","P21"
"568",12,0.18209,"CRnegRCE","L4","220116-M83-3B","220116-M83-3B-HO_007","Mafb-fl/fl","P21"
"569",17,0.34763,"CRnegRCE","L5","220116-M83-3B","220116-M83-3B-HO_007","Mafb-fl/fl","P21"
"570",13,0.44489,"CRnegRCE","L6","220116-M83-3B","220116-M83-3B-HO_007","Mafb-fl/fl","P21"
"571",3,0.15316,"RCE","L1","220116-M83-3B","220116-M83-3B-HO_008","Mafb-fl/fl","P21"
"572",39,0.38985,"RCE","L23","220116-M83-3B","220116-M83-3B-HO_008","Mafb-fl/fl","P21"
"573",27,0.25062,"RCE","L4","220116-M83-3B","220116-M83-3B-HO_008","Mafb-fl/fl","P21"
"574",78,0.30432,"RCE","L5","220116-M83-3B","220116-M83-3B-HO_008","Mafb-fl/fl","P21"
"575",75,0.46742,"RCE","L6","220116-M83-3B","220116-M83-3B-HO_008","Mafb-fl/fl","P21"
"576",2,0.15316,"RCE_CR","L1","220116-M83-3B","220116-M83-3B-HO_008","Mafb-fl/fl","P21"
"577",22,0.38985,"RCE_CR","L23","220116-M83-3B","220116-M83-3B-HO_008","Mafb-fl/fl","P21"
"578",0,0.25062,"RCE_CR","L4","220116-M83-3B","220116-M83-3B-HO_008","Mafb-fl/fl","P21"
"579",7,0.30432,"RCE_CR","L5","220116-M83-3B","220116-M83-3B-HO_008","Mafb-fl/fl","P21"
"580",0,0.46742,"RCE_CR","L6","220116-M83-3B","220116-M83-3B-HO_008","Mafb-fl/fl","P21"
"581",3,0.15316,"CRnegRCE","L1","220116-M83-3B","220116-M83-3B-HO_008","Mafb-fl/fl","P21"
"582",36,0.38985,"CRnegRCE","L23","220116-M83-3B","220116-M83-3B-HO_008","Mafb-fl/fl","P21"
"583",11,0.25062,"CRnegRCE","L4","220116-M83-3B","220116-M83-3B-HO_008","Mafb-fl/fl","P21"
"584",12,0.30432,"CRnegRCE","L5","220116-M83-3B","220116-M83-3B-HO_008","Mafb-fl/fl","P21"
"585",6,0.46742,"CRnegRCE","L6","220116-M83-3B","220116-M83-3B-HO_008","Mafb-fl/fl","P21"
"586",0,0.19101,"RCE","L1","220116-M83-3B","220116-M83-3B-HO_009","Mafb-fl/fl","P21"
"587",44,0.51216,"RCE","L23","220116-M83-3B","220116-M83-3B-HO_009","Mafb-fl/fl","P21"
"588",35,0.26238,"RCE","L4","220116-M83-3B","220116-M83-3B-HO_009","Mafb-fl/fl","P21"
"589",111,0.4387,"RCE","L5","220116-M83-3B","220116-M83-3B-HO_009","Mafb-fl/fl","P21"
"590",69,0.52266,"RCE","L6","220116-M83-3B","220116-M83-3B-HO_009","Mafb-fl/fl","P21"
"591",0,0.19101,"RCE_CR","L1","220116-M83-3B","220116-M83-3B-HO_009","Mafb-fl/fl","P21"
"592",17,0.51216,"RCE_CR","L23","220116-M83-3B","220116-M83-3B-HO_009","Mafb-fl/fl","P21"
"593",3,0.26238,"RCE_CR","L4","220116-M83-3B","220116-M83-3B-HO_009","Mafb-fl/fl","P21"
"594",2,0.4387,"RCE_CR","L5","220116-M83-3B","220116-M83-3B-HO_009","Mafb-fl/fl","P21"
"595",3,0.52266,"RCE_CR","L6","220116-M83-3B","220116-M83-3B-HO_009","Mafb-fl/fl","P21"
"596",3,0.19101,"CRnegRCE","L1","220116-M83-3B","220116-M83-3B-HO_009","Mafb-fl/fl","P21"
"597",25,0.51216,"CRnegRCE","L23","220116-M83-3B","220116-M83-3B-HO_009","Mafb-fl/fl","P21"
"598",20,0.26238,"CRnegRCE","L4","220116-M83-3B","220116-M83-3B-HO_009","Mafb-fl/fl","P21"
"599",14,0.4387,"CRnegRCE","L5","220116-M83-3B","220116-M83-3B-HO_009","Mafb-fl/fl","P21"
"600",15,0.52266,"CRnegRCE","L6","220116-M83-3B","220116-M83-3B-HO_009","Mafb-fl/fl","P21"
"601",4,0.19365,"RCE","L1","220116-M83-3B","220116-M83-3B-HO_010","Mafb-fl/fl","P21"
"602",26,0.43468,"RCE","L23","220116-M83-3B","220116-M83-3B-HO_010","Mafb-fl/fl","P21"
"603",50,0.35021,"RCE","L4","220116-M83-3B","220116-M83-3B-HO_010","Mafb-fl/fl","P21"
"604",89,0.40377,"RCE","L5","220116-M83-3B","220116-M83-3B-HO_010","Mafb-fl/fl","P21"
"605",56,0.57888,"RCE","L6","220116-M83-3B","220116-M83-3B-HO_010","Mafb-fl/fl","P21"
"606",2,0.19365,"RCE_CR","L1","220116-M83-3B","220116-M83-3B-HO_010","Mafb-fl/fl","P21"
"607",6,0.43468,"RCE_CR","L23","220116-M83-3B","220116-M83-3B-HO_010","Mafb-fl/fl","P21"
"608",1,0.35021,"RCE_CR","L4","220116-M83-3B","220116-M83-3B-HO_010","Mafb-fl/fl","P21"
"609",2,0.40377,"RCE_CR","L5","220116-M83-3B","220116-M83-3B-HO_010","Mafb-fl/fl","P21"
"610",4,0.57888,"RCE_CR","L6","220116-M83-3B","220116-M83-3B-HO_010","Mafb-fl/fl","P21"
"611",2,0.19365,"CRnegRCE","L1","220116-M83-3B","220116-M83-3B-HO_010","Mafb-fl/fl","P21"
"612",30,0.43468,"CRnegRCE","L23","220116-M83-3B","220116-M83-3B-HO_010","Mafb-fl/fl","P21"
"613",12,0.35021,"CRnegRCE","L4","220116-M83-3B","220116-M83-3B-HO_010","Mafb-fl/fl","P21"
"614",11,0.40377,"CRnegRCE","L5","220116-M83-3B","220116-M83-3B-HO_010","Mafb-fl/fl","P21"
"615",15,0.57888,"CRnegRCE","L6","220116-M83-3B","220116-M83-3B-HO_010","Mafb-fl/fl","P21"
"616",4,0.20044,"RCE","L1","220116-M83-3B","220116-M83-3B-HO_011","Mafb-fl/fl","P21"
"617",33,0.46922,"RCE","L23","220116-M83-3B","220116-M83-3B-HO_011","Mafb-fl/fl","P21"
"618",30,0.30978,"RCE","L4","220116-M83-3B","220116-M83-3B-HO_011","Mafb-fl/fl","P21"
"619",106,0.49655,"RCE","L5","220116-M83-3B","220116-M83-3B-HO_011","Mafb-fl/fl","P21"
"620",69,0.58083,"RCE","L6","220116-M83-3B","220116-M83-3B-HO_011","Mafb-fl/fl","P21"
"621",2,0.20044,"RCE_CR","L1","220116-M83-3B","220116-M83-3B-HO_011","Mafb-fl/fl","P21"
"622",16,0.46922,"RCE_CR","L23","220116-M83-3B","220116-M83-3B-HO_011","Mafb-fl/fl","P21"
"623",2,0.30978,"RCE_CR","L4","220116-M83-3B","220116-M83-3B-HO_011","Mafb-fl/fl","P21"
"624",5,0.49655,"RCE_CR","L5","220116-M83-3B","220116-M83-3B-HO_011","Mafb-fl/fl","P21"
"625",5,0.58083,"RCE_CR","L6","220116-M83-3B","220116-M83-3B-HO_011","Mafb-fl/fl","P21"
"626",2,0.20044,"CRnegRCE","L1","220116-M83-3B","220116-M83-3B-HO_011","Mafb-fl/fl","P21"
"627",32,0.46922,"CRnegRCE","L23","220116-M83-3B","220116-M83-3B-HO_011","Mafb-fl/fl","P21"
"628",10,0.30978,"CRnegRCE","L4","220116-M83-3B","220116-M83-3B-HO_011","Mafb-fl/fl","P21"
"629",19,0.49655,"CRnegRCE","L5","220116-M83-3B","220116-M83-3B-HO_011","Mafb-fl/fl","P21"
"630",13,0.58083,"CRnegRCE","L6","220116-M83-3B","220116-M83-3B-HO_011","Mafb-fl/fl","P21"
"631",1,0.14583,"RCE","L1","220116-M83-3B","220116-M83-3B-HO_012","Mafb-fl/fl","P21"
"632",26,0.37838,"RCE","L23","220116-M83-3B","220116-M83-3B-HO_012","Mafb-fl/fl","P21"
"633",27,0.23057,"RCE","L4","220116-M83-3B","220116-M83-3B-HO_012","Mafb-fl/fl","P21"
"634",88,0.33502,"RCE","L5","220116-M83-3B","220116-M83-3B-HO_012","Mafb-fl/fl","P21"
"635",52,0.36064,"RCE","L6","220116-M83-3B","220116-M83-3B-HO_012","Mafb-fl/fl","P21"
"636",1,0.14583,"RCE_CR","L1","220116-M83-3B","220116-M83-3B-HO_012","Mafb-fl/fl","P21"
"637",11,0.37838,"RCE_CR","L23","220116-M83-3B","220116-M83-3B-HO_012","Mafb-fl/fl","P21"
"638",2,0.23057,"RCE_CR","L4","220116-M83-3B","220116-M83-3B-HO_012","Mafb-fl/fl","P21"
"639",2,0.33502,"RCE_CR","L5","220116-M83-3B","220116-M83-3B-HO_012","Mafb-fl/fl","P21"
"640",1,0.36064,"RCE_CR","L6","220116-M83-3B","220116-M83-3B-HO_012","Mafb-fl/fl","P21"
"641",0,0.14583,"CRnegRCE","L1","220116-M83-3B","220116-M83-3B-HO_012","Mafb-fl/fl","P21"
"642",26,0.37838,"CRnegRCE","L23","220116-M83-3B","220116-M83-3B-HO_012","Mafb-fl/fl","P21"
"643",12,0.23057,"CRnegRCE","L4","220116-M83-3B","220116-M83-3B-HO_012","Mafb-fl/fl","P21"
"644",14,0.33502,"CRnegRCE","L5","220116-M83-3B","220116-M83-3B-HO_012","Mafb-fl/fl","P21"
"645",9,0.36064,"CRnegRCE","L6","220116-M83-3B","220116-M83-3B-HO_012","Mafb-fl/fl","P21"
"646",13,0.15743,"RCE","L1","220116-M83-3B","220116-M83-3B-HO_013","Mafb-fl/fl","P21"
"647",35,0.37363,"RCE","L23","220116-M83-3B","220116-M83-3B-HO_013","Mafb-fl/fl","P21"
"648",29,0.2183,"RCE","L4","220116-M83-3B","220116-M83-3B-HO_013","Mafb-fl/fl","P21"
"649",56,0.26238,"RCE","L5","220116-M83-3B","220116-M83-3B-HO_013","Mafb-fl/fl","P21"
"650",48,0.36103,"RCE","L6","220116-M83-3B","220116-M83-3B-HO_013","Mafb-fl/fl","P21"
"651",2,0.15743,"RCE_CR","L1","220116-M83-3B","220116-M83-3B-HO_013","Mafb-fl/fl","P21"
"652",14,0.37363,"RCE_CR","L23","220116-M83-3B","220116-M83-3B-HO_013","Mafb-fl/fl","P21"
"653",5,0.2183,"RCE_CR","L4","220116-M83-3B","220116-M83-3B-HO_013","Mafb-fl/fl","P21"
"654",4,0.26238,"RCE_CR","L5","220116-M83-3B","220116-M83-3B-HO_013","Mafb-fl/fl","P21"
"655",2,0.36103,"RCE_CR","L6","220116-M83-3B","220116-M83-3B-HO_013","Mafb-fl/fl","P21"
"656",0,0.15743,"CRnegRCE","L1","220116-M83-3B","220116-M83-3B-HO_013","Mafb-fl/fl","P21"
"657",17,0.37363,"CRnegRCE","L23","220116-M83-3B","220116-M83-3B-HO_013","Mafb-fl/fl","P21"
"658",12,0.2183,"CRnegRCE","L4","220116-M83-3B","220116-M83-3B-HO_013","Mafb-fl/fl","P21"
"659",7,0.26238,"CRnegRCE","L5","220116-M83-3B","220116-M83-3B-HO_013","Mafb-fl/fl","P21"
"660",9,0.36103,"CRnegRCE","L6","220116-M83-3B","220116-M83-3B-HO_013","Mafb-fl/fl","P21"
"661",2,0.18534,"RCE","L1","220116-M83-3B","220116-M83-3B-HO_014","Mafb-fl/fl","P21"
"662",20,0.30516,"RCE","L23","220116-M83-3B","220116-M83-3B-HO_014","Mafb-fl/fl","P21"
"663",30,0.20032,"RCE","L4","220116-M83-3B","220116-M83-3B-HO_014","Mafb-fl/fl","P21"
"664",65,0.23402,"RCE","L5","220116-M83-3B","220116-M83-3B-HO_014","Mafb-fl/fl","P21"
"665",54,0.29019,"RCE","L6","220116-M83-3B","220116-M83-3B-HO_014","Mafb-fl/fl","P21"
"666",1,0.18534,"RCE_CR","L1","220116-M83-3B","220116-M83-3B-HO_014","Mafb-fl/fl","P21"
"667",12,0.30516,"RCE_CR","L23","220116-M83-3B","220116-M83-3B-HO_014","Mafb-fl/fl","P21"
"668",5,0.20032,"RCE_CR","L4","220116-M83-3B","220116-M83-3B-HO_014","Mafb-fl/fl","P21"
"669",1,0.23402,"RCE_CR","L5","220116-M83-3B","220116-M83-3B-HO_014","Mafb-fl/fl","P21"
"670",2,0.29019,"RCE_CR","L6","220116-M83-3B","220116-M83-3B-HO_014","Mafb-fl/fl","P21"
"671",3,0.18534,"CRnegRCE","L1","220116-M83-3B","220116-M83-3B-HO_014","Mafb-fl/fl","P21"
"672",29,0.30516,"CRnegRCE","L23","220116-M83-3B","220116-M83-3B-HO_014","Mafb-fl/fl","P21"
"673",16,0.20032,"CRnegRCE","L4","220116-M83-3B","220116-M83-3B-HO_014","Mafb-fl/fl","P21"
"674",8,0.23402,"CRnegRCE","L5","220116-M83-3B","220116-M83-3B-HO_014","Mafb-fl/fl","P21"
"675",4,0.29019,"CRnegRCE","L6","220116-M83-3B","220116-M83-3B-HO_014","Mafb-fl/fl","P21"
"676",1,0.09716,"RCE","L1","220116_4B_WT","220116-M83-4B WT_001","Mafb+/+","P21"
"677",16,0.19554,"RCE","L23","220116_4B_WT","220116-M83-4B WT_001","Mafb+/+","P21"
"678",8,0.11538,"RCE","L4","220116_4B_WT","220116-M83-4B WT_001","Mafb+/+","P21"
"679",33,0.20161,"RCE","L5","220116_4B_WT","220116-M83-4B WT_001","Mafb+/+","P21"
"680",22,0.24776,"RCE","L6","220116_4B_WT","220116-M83-4B WT_001","Mafb+/+","P21"
"681",0,0.09716,"RCE_CR","L1","220116_4B_WT","220116-M83-4B WT_001","Mafb+/+","P21"
"682",13,0.19554,"RCE_CR","L23","220116_4B_WT","220116-M83-4B WT_001","Mafb+/+","P21"
"683",1,0.11538,"RCE_CR","L4","220116_4B_WT","220116-M83-4B WT_001","Mafb+/+","P21"
"684",3,0.20161,"RCE_CR","L5","220116_4B_WT","220116-M83-4B WT_001","Mafb+/+","P21"
"685",1,0.24776,"RCE_CR","L6","220116_4B_WT","220116-M83-4B WT_001","Mafb+/+","P21"
"686",3,0.09716,"CRnegRCE","L1","220116_4B_WT","220116-M83-4B WT_001","Mafb+/+","P21"
"687",17,0.19554,"CRnegRCE","L23","220116_4B_WT","220116-M83-4B WT_001","Mafb+/+","P21"
"688",7,0.11538,"CRnegRCE","L4","220116_4B_WT","220116-M83-4B WT_001","Mafb+/+","P21"
"689",6,0.20161,"CRnegRCE","L5","220116_4B_WT","220116-M83-4B WT_001","Mafb+/+","P21"
"690",3,0.24776,"CRnegRCE","L6","220116_4B_WT","220116-M83-4B WT_001","Mafb+/+","P21"
"691",0,0.14207,"RCE","L1","220116_4B_WT","220116-M83-4B WT_002","Mafb+/+","P21"
"692",11,0.24579,"RCE","L23","220116_4B_WT","220116-M83-4B WT_002","Mafb+/+","P21"
"693",16,0.17333,"RCE","L4","220116_4B_WT","220116-M83-4B WT_002","Mafb+/+","P21"
"694",57,0.26426,"RCE","L5","220116_4B_WT","220116-M83-4B WT_002","Mafb+/+","P21"
"695",22,0.27989,"RCE","L6","220116_4B_WT","220116-M83-4B WT_002","Mafb+/+","P21"
"696",0,0.14207,"RCE_CR","L1","220116_4B_WT","220116-M83-4B WT_002","Mafb+/+","P21"
"697",4,0.24579,"RCE_CR","L23","220116_4B_WT","220116-M83-4B WT_002","Mafb+/+","P21"
"698",1,0.17333,"RCE_CR","L4","220116_4B_WT","220116-M83-4B WT_002","Mafb+/+","P21"
"699",3,0.26426,"RCE_CR","L5","220116_4B_WT","220116-M83-4B WT_002","Mafb+/+","P21"
"700",1,0.27989,"RCE_CR","L6","220116_4B_WT","220116-M83-4B WT_002","Mafb+/+","P21"
"701",2,0.14207,"CRnegRCE","L1","220116_4B_WT","220116-M83-4B WT_002","Mafb+/+","P21"
"702",27,0.24579,"CRnegRCE","L23","220116_4B_WT","220116-M83-4B WT_002","Mafb+/+","P21"
"703",12,0.17333,"CRnegRCE","L4","220116_4B_WT","220116-M83-4B WT_002","Mafb+/+","P21"
"704",8,0.26426,"CRnegRCE","L5","220116_4B_WT","220116-M83-4B WT_002","Mafb+/+","P21"
"705",4,0.27989,"CRnegRCE","L6","220116_4B_WT","220116-M83-4B WT_002","Mafb+/+","P21"
"706",2,0.14356,"RCE","L1","220116_4B_WT","220116-M83-4B WT_003","Mafb+/+","P21"
"707",25,0.35617,"RCE","L23","220116_4B_WT","220116-M83-4B WT_003","Mafb+/+","P21"
"708",25,0.22715,"RCE","L4","220116_4B_WT","220116-M83-4B WT_003","Mafb+/+","P21"
"709",53,0.31074,"RCE","L5","220116_4B_WT","220116-M83-4B WT_003","Mafb+/+","P21"
"710",19,0.33254,"RCE","L6","220116_4B_WT","220116-M83-4B WT_003","Mafb+/+","P21"
"711",2,0.14356,"RCE_CR","L1","220116_4B_WT","220116-M83-4B WT_003","Mafb+/+","P21"
"712",7,0.35617,"RCE_CR","L23","220116_4B_WT","220116-M83-4B WT_003","Mafb+/+","P21"
"713",2,0.22715,"RCE_CR","L4","220116_4B_WT","220116-M83-4B WT_003","Mafb+/+","P21"
"714",1,0.31074,"RCE_CR","L5","220116_4B_WT","220116-M83-4B WT_003","Mafb+/+","P21"
"715",1,0.33254,"RCE_CR","L6","220116_4B_WT","220116-M83-4B WT_003","Mafb+/+","P21"
"716",4,0.14356,"CRnegRCE","L1","220116_4B_WT","220116-M83-4B WT_003","Mafb+/+","P21"
"717",35,0.35617,"CRnegRCE","L23","220116_4B_WT","220116-M83-4B WT_003","Mafb+/+","P21"
"718",20,0.22715,"CRnegRCE","L4","220116_4B_WT","220116-M83-4B WT_003","Mafb+/+","P21"
"719",7,0.31074,"CRnegRCE","L5","220116_4B_WT","220116-M83-4B WT_003","Mafb+/+","P21"
"720",5,0.33254,"CRnegRCE","L6","220116_4B_WT","220116-M83-4B WT_003","Mafb+/+","P21"
"721",1,0.16595,"RCE","L1","220116_4B_WT","220116-M83-4B WT_004","Mafb+/+","P21"
"722",16,0.28147,"RCE","L23","220116_4B_WT","220116-M83-4B WT_004","Mafb+/+","P21"
"723",20,0.19849,"RCE","L4","220116_4B_WT","220116-M83-4B WT_004","Mafb+/+","P21"
"724",49,0.27171,"RCE","L5","220116_4B_WT","220116-M83-4B WT_004","Mafb+/+","P21"
